DOS,lesion_length,lumen_axial_skewness,lipid_length_ratio,alpha,PI,d_fc_ca,fraction,ca_axial_skewness,ca_shoulder_skewness,ca_strength_ratio,fc_av_th,SBP,PP,tau,DBP,E_vessel,E_fc,E_lipid,E_cal
0.5041,2.0189,-0.3239,0.7915,160.4,1.118,0.0147,0.6071,0.6065,0.6202,0.4537,0.01,137.1,78.45,0.10827,58.65,1400824,4349094,531407,171841100598
0.2595,2.0045,0.1413,0.5816,126.0,1.064,0.0131,0.5458,0.3842,0.2862,0.6445,0.01,164.62,50.75,0.06295,113.87,11290641,21902567,369142,233498892580
0.7124,1.6265,0.0748,0.6709,120.0,1.179,0.0113,0.3393,0.5002,0.1515,1.417,0.01,150.64,45.23,0.27766,105.41,7662497,9723634,737799,74311284648
0.4403,2.5632,-0.3358,0.5001,234.6,1.173,0.0104,0.4324,0.3826,0.6804,1.3538,0.01,159.67,37.83,0.28202,121.84,8329089,6863549,70142,188700122266
0.3091,2.1832,-0.1627,0.7427,137.5,1.121,0.0149,0.3514,0.6274,0.4997,0.6932,0.01,155.81,42.23,0.10121,113.58,4086428,21708123,252560,78070994105
0.7263,1.4069,-0.281,0.5083,135.8,1.179,0.0143,0.1214,0.1877,0.2408,0.5453,0.01,138.24,69.89,0.49241,68.35,2135693,6643661,596146,107066461868
0.734,1.8652,-0.3119,0.6941,228.4,1.038,0.0105,0.6338,0.1678,0.2034,1.3155,0.01,148.11,79.91,0.06587,68.2,6401129,15821176,747250,139814126403
0.4661,1.5569,0.4845,0.7328,163.4,0.904,0.0178,0.3577,0.5193,0.6386,0.5338,0.01,101.5,35.96,0.13665,65.54,9944187,7401284,603103,32806977052
0.4473,1.7153,0.1244,0.5712,169.4,1.134,0.0177,0.487,0.4338,0.1842,0.313,0.01,104.03,54.98,0.14418,49.05,2998501,18870904,647018,65183731098
0.4669,2.8766,-0.3105,0.5401,143.9,1.011,0.0199,0.5851,0.6477,0.4149,1.0022,0.01,110.2,39.33,0.27237,70.87,10327428,11359903,422426,196843950680
0.4557,1.0292,-0.2019,0.6003,250.1,0.914,0.0124,0.3507,0.264,0.666,2.2752,0.01,123.28,35.18,0.4382,88.1,13462664,15450717,910774,90303142933
0.5638,1.0525,0.2519,0.794,266.8,1.189,0.0172,0.7374,0.4962,0.5052,3.531,0.01,135.44,74.13,0.43733,61.31,3627943,14897521,818604,98669480113
0.7133,1.5795,0.2582,0.6658,202.4,0.918,0.0154,0.7569,0.4279,0.4216,6.8275,0.01,138.12,64.44,0.29503,73.68,12068798,22486598,595767,7685988657
0.374,1.9964,0.1256,0.5625,188.3,0.943,0.0167,0.2125,0.0918,0.7473,1.3594,0.01,102.29,47.81,0.3967,54.48,1069474,18130774,628686,72596650798
0.4754,2.7188,-0.1197,0.7185,220.7,0.945,0.0093,0.1971,0.7545,0.2481,2.6216,0.01,103.86,62.52,0.18703,41.34,12978438,20377587,668500,186053238500
0.4063,2.0858,-0.0738,0.5781,189.9,1.006,0.0131,0.6453,0.5326,0.7305,0.4609,0.01,163.37,65.9,0.28891,97.47,11808115,14289551,722362,194821553294
0.6331,1.7263,0.2888,0.7967,197.0,1.043,0.012,0.1707,0.0408,0.6242,5.4542,0.01,158.38,77.08,0.31141,81.3,2302564,13844032,68399,89333599185
0.4479,1.2593,-0.4157,0.6736,207.6,1.165,0.0184,0.4793,0.0235,0.6927,0.4009,0.01,101.78,45.34,0.42359,56.44,4043249,5718560,179141,114356721920
0.7092,2.2607,-0.4207,0.739,178.2,1.144,0.0057,0.404,0.3258,0.7662,0.5598,0.01,164.8,42.31,0.22348,122.49,7348420,18996228,705377,235431384944
0.5948,2.8786,0.2554,0.7558,239.4,0.92,0.0107,0.1263,0.2806,0.6278,0.7358,0.01,114.81,65.37,0.48416,49.44,3307577,18928295,614418,170451601091
0.293,1.3045,-0.1586,0.7851,175.1,1.107,0.0084,0.1012,0.6978,0.609,1.46,0.01,101.34,35.33,0.25718,66.01,12138083,19560127,970941,77540127529
0.3406,2.0618,0.0027,0.6621,194.5,0.954,0.0126,0.1808,0.2609,0.7357,0.3214,0.01,136.25,75.77,0.13613,60.48,9475760,21813656,248942,156782671801
0.6939,2.7702,-0.3905,0.6068,238.4,1.051,0.0092,0.7501,0.6888,0.7192,0.8905,0.01,131.69,72.27,0.05923,59.42,8542904,12534600,783475,212553020160
0.3258,2.814,0.3051,0.5565,266.1,1.125,0.0195,0.774,0.6024,0.5676,0.9376,0.01,145.85,42.44,0.3298,103.41,13252825,17079535,616627,234923659908
0.2971,2.716,0.2128,0.7004,214.2,1.064,0.0196,0.2956,0.1976,0.4547,1.3815,0.01,147.1,54.29,0.07458,92.81,8472093,18393357,835250,9387069924
0.7487,2.9625,0.4315,0.7619,210.8,0.953,0.005,0.4842,0.3037,0.6174,1.5111,0.01,167.21,55.92,0.41905,111.29,11727283,12665412,167211,98142113782
0.568,2.6285,-0.0762,0.7183,217.7,0.931,0.0099,0.5146,0.5102,0.5225,1.9119,0.01,121.95,67.48,0.47593,54.47,6732768,13976426,438718,218164071397
0.2839,2.5767,0.33,0.7531,161.6,1.051,0.0171,0.7731,0.6303,0.1322,0.6215,0.01,115.1,35.61,0.22864,79.49,1770081,6489566,400153,151106117431
0.4221,1.2411,-0.2666,0.5948,180.1,0.941,0.0139,0.3879,0.2907,0.2794,7.6448,0.01,141.44,45.54,0.03001,95.9,3345846,16082515,337839,38683839734
0.3649,1.6352,0.2284,0.5502,178.7,1.066,0.0113,0.5519,0.0773,0.5329,2.2842,0.01,161.58,77.66,0.31399,83.92,13966008,7431072,457904,13766680114
0.4745,2.4896,-0.0853,0.6859,122.6,0.971,0.009,0.1022,0.2165,0.2704,1.6171,0.01,157.36,59.18,0.3523,98.18,5501383,5005575,229058,15298698243
0.431,2.9256,0.2067,0.6803,153.6,1.016,0.0193,0.7062,0.3161,0.2223,0.5813,0.01,166.3,61.18,0.01805,105.12,5335858,10925313,943261,109553421564
0.6499,1.4139,-0.0707,0.6299,235.2,1.177,0.0063,0.4507,0.5909,0.406,1.7895,0.01,161.83,37.23,0.36293,124.6,6138469,14005989,973097,184336642159
0.6723,1.1829,0.4483,0.5112,191.0,1.165,0.0156,0.7404,0.3279,0.4216,0.9745,0.01,116.39,44.32,0.34578,72.07,13408969,12342091,85503,111680695769
0.6382,1.5461,0.2296,0.5088,182.4,1.158,0.0188,0.3773,0.1728,0.4341,1.6872,0.01,105.56,41.35,0.13866,64.21,2249826,7222814,49747,45821266998
0.5147,2.1077,0.1224,0.6732,208.1,0.993,0.0107,0.392,0.4941,0.0668,0.608,0.01,103.52,52.74,0.31971,50.78,5073957,16180393,601765,19710618838
0.565,1.7343,0.3886,0.5971,239.5,1.196,0.0152,0.3027,0.3985,0.4161,3.0589,0.01,123.17,75.89,0.28502,47.28,4367165,20299139,579162,37697170568
0.3732,1.0257,0.4706,0.5202,225.8,1.014,0.0071,0.7923,0.1091,0.1476,2.0196,0.01,130.39,79.3,0.17803,51.09,11187583,12814646,762919,104259833725
0.6991,2.2192,-0.3936,0.7369,268.0,1.129,0.0198,0.7984,0.213,0.3182,1.7682,0.01,134.57,48.86,0.07982,85.71,5390293,7090634,924913,69324622525
0.6359,2.9495,0.2308,0.6526,190.1,0.981,0.0198,0.5139,0.6003,0.557,2.8672,0.01,133.65,38.05,0.44957,95.6,4109044,15087519,42717,149482856915
0.3819,2.6949,-0.4015,0.7636,129.0,1.119,0.0147,0.7334,0.2093,0.5985,0.6772,0.01,166.55,48.18,0.25314,118.37,13738493,5446183,842106,43172581731
0.4435,1.7531,0.4831,0.7833,259.9,1.056,0.015,0.6188,0.1938,0.1991,0.4364,0.01,132.27,40.09,0.25026,92.18,12542015,22739937,613853,39249357715
0.7312,2.7972,0.3115,0.5105,232.8,0.966,0.0173,0.4134,0.7682,0.2424,0.2868,0.01,120.99,79.16,0.45151,41.83,3494183,20217620,648140,193740184026
0.5227,2.7301,-0.0166,0.7641,199.6,1.133,0.012,0.3135,0.729,0.3678,0.352,0.01,159.81,71.9,0.02374,87.91,8302365,17033391,489542,226338186525
0.5017,1.4328,0.2053,0.6048,205.6,0.968,0.02,0.6539,0.2507,0.1446,1.8626,0.01,161.51,51.78,0.23238,109.73,8973533,14466935,40676,126252664498
0.2642,1.3204,0.0133,0.729,167.0,1.114,0.0101,0.4617,0.384,0.6851,1.6501,0.01,100.39,56.86,0.19864,43.53,9444065,17653513,413118,159269185452
0.3511,1.8473,-0.17,0.5772,157.9,0.982,0.0119,0.3311,0.2937,0.4586,5.7587,0.01,109.44,59.41,0.14689,50.03,8793104,20005723,601008,243799822589
0.6626,2.4092,0.1129,0.7482,227.6,1.188,0.016,0.1739,0.46,0.121,0.2204,0.01,136.64,43.91,0.14748,92.73,6026517,13700996,121771,155282774603
0.3184,2.8611,-0.152,0.6531,133.2,1.045,0.0121,0.4313,0.2984,0.6331,0.5964,0.01,144.18,73.89,0.32084,70.29,10633749,10820577,708345,136576385892
0.6514,1.0653,0.338,0.6224,256.2,0.952,0.019,0.4471,0.1163,0.6126,1.5999,0.01,151.92,51.59,0.48778,100.33,3037298,6949036,327164,214296213480
0.6816,1.2615,0.3488,0.6182,254.7,1.028,0.0171,0.7116,0.5917,0.4009,1.02,0.01,162.13,49.97,0.2293,112.16,1091247,17717195,821360,51822081968
0.3667,1.3136,0.4782,0.5855,153.0,1.137,0.0081,0.2038,0.0047,0.2215,4.1535,0.01,157.14,70.12,0.08808,87.02,10059092,17977611,717862,61914055999
0.6694,2.7996,-0.2402,0.7523,120.6,1.124,0.0175,0.6604,0.288,0.7469,0.4903,0.01,150.91,56.77,0.35384,94.14,6194117,11583990,283909,57913408964
0.4499,2.0244,0.0212,0.6618,150.5,1.095,0.0161,0.4117,0.7499,0.0521,0.7255,0.01,166.46,53.94,0.3433,112.52,5433285,6593977,362310,190695431678
0.6638,1.4617,0.477,0.7268,163.6,1.067,0.0137,0.6065,0.7662,0.3006,0.1869,0.01,121.56,40.01,0.26022,81.55,4952710,5115950,919311,178049959471
0.5515,2.5038,0.1007,0.6502,183.6,0.957,0.0084,0.6159,0.3726,0.367,2.3761,0.01,140.63,59.37,0.10537,81.26,5635492,6680328,805463,146975014158
0.6222,2.7435,0.1644,0.7228,147.1,1.088,0.0053,0.286,0.1221,0.407,2.0435,0.01,139.17,48.27,0.32607,90.9,4831635,8569414,327929,106764074678
0.4903,1.9407,-0.2213,0.6921,157.1,1.046,0.0095,0.5749,0.6667,0.1134,1.0454,0.01,102.61,55.5,0.2457,47.11,9407367,9227746,799634,167980034240
0.6796,1.0852,0.0922,0.6874,207.4,1.161,0.0197,0.7199,0.6388,0.5377,1.5085,0.01,139.53,55.42,0.09542,84.11,3600305,19747457,471042,44657450087
0.5893,2.783,-0.3627,0.6243,230.9,1.02,0.0098,0.4181,0.7016,0.6463,0.423,0.01,167.93,72.69,0.14785,95.24,7286906,15890197,271677,246067938886
0.2709,1.2267,0.3854,0.6416,149.7,0.967,0.0161,0.2459,0.2783,0.5084,0.6491,0.01,121.87,76.15,0.27684,45.72,8388227,18187994,195768,117723226862
0.7208,1.0348,-0.4787,0.7451,159.9,1.029,0.0162,0.7511,0.6714,0.2661,0.114,0.01,140.73,63.59,0.29198,77.14,5202682,22896136,828372,129021812679
0.511,1.4274,0.4932,0.6211,229.7,0.946,0.0167,0.541,0.792,0.578,0.1532,0.01,124.6,45.91,0.26576,78.69,2409565,11424937,371449,163165735978
0.281,2.8523,-0.4867,0.6697,259.5,1.03,0.0161,0.4647,0.2272,0.4028,2.2988,0.01,156.32,35.94,0.24761,120.38,13089493,10317603,704857,239493052654
0.6563,2.0801,0.2104,0.6798,219.6,1.016,0.0089,0.2677,0.4333,0.7559,2.0852,0.01,155.94,46.15,0.15598,109.79,1783288,21439516,469551,219883331529
0.6305,1.4969,0.1849,0.6511,129.6,0.909,0.0147,0.2172,0.6962,0.4791,0.5581,0.01,118.27,37.98,0.06779,80.29,3891115,7140503,383514,33002747666
0.6982,2.0083,-0.1018,0.7472,202.0,0.985,0.0158,0.7183,0.6313,0.3742,1.7349,0.01,118.17,37.69,0.49749,80.48,8418560,5915906,452016,39432420296
0.3498,1.0744,0.0473,0.6011,222.4,1.096,0.0104,0.5012,0.1693,0.7399,0.9443,0.01,143.93,46.92,0.26312,97.01,6444687,19302351,685166,144069576578
0.3978,2.335,0.2399,0.7656,188.0,1.093,0.0091,0.3891,0.7006,0.0698,2.5236,0.01,101.67,37.52,0.28871,64.15,11981561,19085248,371243,173882619506
0.312,2.1585,-0.2786,0.7478,184.9,1.097,0.0108,0.1596,0.2556,0.6584,0.3283,0.01,131.91,37.55,0.34978,94.36,2335439,21308377,725493,220793115158
0.3453,1.6173,0.2441,0.7562,226.0,0.985,0.0076,0.3446,0.7328,0.3688,0.8455,0.01,116.21,51.16,0.18346,65.05,2464078,22384682,220534,18827314496
0.7116,2.3172,-0.2547,0.5228,261.7,1.074,0.0051,0.4674,0.4648,0.4144,0.1827,0.01,156.54,38.28,0.31914,118.26,13634833,18895521,46430,25527134189
0.3723,1.3321,-0.3561,0.6129,156.2,1.049,0.012,0.6692,0.2946,0.4619,1.5442,0.01,153.93,44.48,0.22097,109.45,10204119,10765358,215421,47208766803
0.6338,2.1183,0.4082,0.7722,245.7,1.049,0.008,0.1002,0.5601,0.2526,0.798,0.01,114.61,55.57,0.36976,59.04,4895910,8469295,868563,164258841817
0.7426,2.903,-0.0481,0.5059,165.5,1.149,0.0189,0.7069,0.3917,0.2159,0.368,0.01,169.1,62.88,0.19162,106.22,8073358,13263747,694321,52002045109
0.7257,1.8784,0.2938,0.5656,265.6,0.948,0.0172,0.5756,0.0595,0.1853,1.5003,0.01,161.02,49.23,0.41308,111.79,10303990,8694344,851407,226673392589
0.5256,1.8038,0.0636,0.5719,238.3,1.075,0.0058,0.4599,0.2825,0.756,0.9031,0.01,164.69,58.96,0.18627,105.73,7814989,14163228,28160,231523694403
0.4494,2.7935,0.3723,0.7865,264.2,1.143,0.0178,0.283,0.1199,0.1777,0.4161,0.01,133.11,47.16,0.19936,85.95,1444988,5257815,150974,242987782925
0.4958,2.3009,0.4147,0.5417,166.3,0.972,0.0105,0.2691,0.4817,0.6353,0.6991,0.01,148.86,66.8,0.36143,82.06,8200728,16971757,570920,173201682717
0.6136,1.1289,-0.0338,0.6867,224.7,1.08,0.0139,0.7586,0.7472,0.6856,1.2124,0.01,103.77,35.37,0.3705,68.4,1722173,13551961,398681,12728700060
0.7102,2.3654,-0.2008,0.5192,177.8,1.186,0.019,0.223,0.5504,0.0244,0.3145,0.01,138.17,51.95,0.31126,86.22,2184568,21759864,597175,76151489056
0.4909,1.5761,0.0091,0.7843,252.0,0.963,0.0159,0.4289,0.6495,0.2616,4.3537,0.01,159.56,53.34,0.39496,106.22,7066738,22363452,23446,200122458528
0.2638,1.9265,-0.0083,0.5386,185.4,1.058,0.0093,0.4177,0.3215,0.3117,1.0618,0.01,115.83,53.16,0.38406,62.67,10015465,21268116,800662,26059512977
0.7083,1.9771,0.3813,0.612,240.0,1.007,0.0095,0.2815,0.7627,0.6967,3.4548,0.01,142.78,72.39,0.40581,70.39,5089626,15270346,674036,149162345506
0.4525,2.0349,0.1921,0.7973,143.4,1.016,0.0184,0.219,0.514,0.7382,4.0853,0.01,167.0,76.84,0.33259,90.16,3563799,13329616,330920,13526468746
0.405,2.5367,0.4014,0.5057,134.4,1.035,0.0146,0.1635,0.6015,0.3398,0.3635,0.01,149.93,77.04,0.03503,72.89,2969156,7777770,301240,38448048598
0.3614,1.859,-0.1173,0.5965,216.9,1.072,0.006,0.2013,0.4694,0.6059,0.2179,0.01,165.55,63.54,0.19509,102.01,2751575,20341338,97996,65668981436
0.2525,2.2412,0.0877,0.5776,209.4,1.087,0.0069,0.7157,0.4124,0.4654,1.0833,0.01,144.73,46.62,0.28054,98.11,4019626,6525882,194538,176172736005
0.3069,2.1695,-0.3764,0.74,258.5,1.085,0.0194,0.5851,0.0283,0.1281,0.5134,0.01,122.57,77.03,0.29101,45.54,12933122,21014267,368124,180826909358
0.2867,1.2798,0.1975,0.6497,189.7,0.955,0.0136,0.5409,0.6129,0.5359,2.1206,0.01,101.99,38.42,0.41455,63.57,2493457,5882196,46734,125052808216
0.2897,1.1653,0.2752,0.6423,252.4,0.925,0.0091,0.7956,0.2912,0.0578,0.5741,0.01,159.19,41.55,0.23773,117.64,3725798,9973835,576559,249406434588
0.6269,1.4721,-0.286,0.6386,213.4,0.975,0.01,0.3288,0.237,0.693,0.8877,0.01,139.34,40.76,0.17216,98.58,10669968,13099021,981190,208093349434
0.4344,2.6968,0.0314,0.6836,225.3,0.946,0.0182,0.5395,0.7677,0.4204,4.7615,0.01,156.15,67.43,0.33309,88.72,4342657,17727835,203127,85710674470
0.3392,2.6488,-0.1181,0.6384,131.8,0.968,0.0116,0.7617,0.7751,0.0731,1.4619,0.01,110.96,60.25,0.38646,50.71,8070518,15306337,984212,181640523660
0.3011,2.068,-0.1558,0.5982,129.2,1.167,0.0168,0.7007,0.7635,0.4925,0.4513,0.01,124.25,72.85,0.32132,51.4,6702383,4675403,432318,40244819013
0.4014,2.1132,-0.1119,0.7911,170.6,1.141,0.0131,0.4652,0.6459,0.1737,1.857,0.01,136.58,38.51,0.05272,98.07,12909321,10664187,372632,195308681170
0.5755,1.8094,-0.2293,0.5343,140.1,1.166,0.018,0.313,0.4888,0.1576,3.0555,0.01,124.21,56.97,0.06657,67.24,11035496,21372579,184894,105498723368
0.6943,1.781,-0.2204,0.5166,246.0,0.977,0.007,0.4206,0.7952,0.2386,0.1942,0.01,156.57,57.04,0.18341,99.53,5860778,13956953,182509,106417067062
0.3229,2.0216,0.065,0.641,187.4,1.091,0.0182,0.7606,0.4383,0.131,0.4119,0.01,126.76,36.68,0.2897,90.08,10397226,6463917,67055,172838467046
0.3039,1.8457,0.0844,0.654,140.1,0.94,0.0121,0.2232,0.6747,0.5484,1.7094,0.01,154.16,46.5,0.3353,107.66,3687141,4416848,535325,208385144517
0.5914,2.2432,0.4288,0.7781,228.8,1.194,0.0084,0.3802,0.0611,0.1545,1.1615,0.01,154.39,67.19,0.128,87.2,1345983,11330258,626511,46213650581
0.3877,1.8625,0.2529,0.5495,130.3,1.178,0.0103,0.7318,0.5995,0.0433,5.6597,0.01,164.34,58.24,0.16279,106.1,7377954,10586438,533181,161360437889
0.6802,1.3292,0.1799,0.6719,254.5,0.973,0.0151,0.3356,0.144,0.7527,0.9983,0.01,168.13,47.75,0.22802,120.38,8457075,10334837,328813,80988158832
0.3492,1.6674,-0.0187,0.6168,184.3,1.005,0.0072,0.7425,0.7707,0.3349,0.4854,0.01,128.65,74.97,0.34426,53.68,12324173,16239920,481182,168490728974
0.5642,2.1622,0.4858,0.6181,137.7,1.13,0.0056,0.2762,0.5631,0.1599,1.309,0.01,123.53,45.66,0.29655,77.87,6385922,14792252,607506,49259453135
0.7125,2.9193,0.439,0.6157,178.4,1.121,0.0114,0.4146,0.4196,0.2012,0.7125,0.01,105.35,36.0,0.43088,69.35,10352694,19482595,618106,82206634490
0.5165,2.595,0.0532,0.5884,179.1,1.189,0.0179,0.3625,0.5778,0.2897,4.893,0.01,146.9,59.58,0.47242,87.32,2147595,20684482,813257,94817177243
0.4102,2.4538,0.305,0.5282,143.1,1.029,0.0094,0.6746,0.0865,0.7179,0.579,0.01,168.75,64.35,0.25659,104.4,10142191,14110993,265550,23515147462
0.6345,2.7863,0.31,0.7045,149.4,1.183,0.0097,0.6094,0.7729,0.2827,0.3332,0.01,147.66,68.07,0.40915,79.59,7778770,7852891,289318,101855439362
0.6893,2.5913,0.0498,0.7406,136.3,1.044,0.0153,0.2533,0.2899,0.5623,0.7648,0.01,136.03,63.5,0.41958,72.53,3113537,5877426,776914,92364982020
0.5303,2.8505,0.2965,0.5827,261.6,1.108,0.0122,0.5571,0.5277,0.6607,0.8388,0.01,122.19,57.97,0.22703,64.22,5937343,8197222,70501,222355296885
0.4428,1.1886,-0.3162,0.6751,140.8,0.997,0.0087,0.6953,0.2428,0.7102,0.7234,0.01,162.83,72.91,0.19052,89.92,2713403,19669446,953498,146066911170
0.6124,1.1343,-0.059,0.6097,188.6,0.969,0.0161,0.2107,0.7112,0.3564,0.4318,0.01,119.04,47.72,0.12465,71.32,8649063,18320155,322544,211110395761
0.4742,1.2508,0.1273,0.7894,239.7,1.111,0.0157,0.2639,0.4254,0.3919,0.8081,0.01,169.61,55.0,0.17082,114.61,2017530,11751180,318875,81909732694
0.4691,1.7655,0.3614,0.5578,231.2,1.149,0.0109,0.2578,0.5123,0.55,0.5064,0.01,153.13,70.42,0.45793,82.71,11894665,19166626,991613,189374891004
0.5011,1.3008,0.0129,0.7678,210.7,0.989,0.0133,0.3613,0.3127,0.7456,0.7675,0.01,122.89,47.23,0.38948,75.66,3750330,13417832,264904,40429230317
0.5805,1.7111,0.1692,0.7096,256.5,1.007,0.0054,0.7471,0.6119,0.5261,1.5158,0.01,123.03,50.37,0.45991,72.66,8220224,16142936,871305,177566865381
0.5295,1.3517,0.3072,0.7411,264.1,1.117,0.0097,0.5646,0.2077,0.1139,3.7526,0.01,157.84,73.66,0.03657,84.18,5583999,10551567,326451,66222144056
0.4482,2.6619,0.0387,0.5654,260.7,1.063,0.0102,0.1401,0.2473,0.3361,0.3986,0.01,105.88,59.99,0.49458,45.89,2349731,7272483,824279,78218623324
0.2954,1.3312,-0.1468,0.6496,208.3,1.088,0.0182,0.3235,0.5062,0.3548,1.4866,0.01,137.23,36.42,0.28999,100.81,2806576,9375727,147211,237344492611
0.5438,1.234,-0.4413,0.7147,226.3,1.018,0.0123,0.537,0.0453,0.4109,0.4779,0.01,125.3,68.97,0.22727,56.33,7119585,17680265,953263,17886857389
0.4116,2.1564,-0.1561,0.7931,172.1,0.973,0.0117,0.2931,0.3859,0.1997,0.4735,0.01,166.08,63.06,0.45623,103.02,5373543,6764538,546005,195476453327
0.5485,2.429,-0.1042,0.5395,267.3,1.021,0.0151,0.6866,0.5866,0.3354,0.2432,0.01,137.99,61.45,0.06061,76.54,11272252,7949367,212526,222130387871
0.7043,2.4562,-0.4745,0.7506,203.6,0.923,0.0191,0.5031,0.7941,0.2764,1.3737,0.01,116.05,44.57,0.30868,71.48,3471713,14499978,980628,61415198993
0.2671,2.6864,0.184,0.6535,128.2,0.908,0.0067,0.2157,0.2156,0.3231,0.2838,0.01,125.77,64.62,0.29321,61.15,1647786,18457686,270639,148113001428
0.5408,1.8139,0.4243,0.6762,172.7,1.084,0.0059,0.3363,0.5317,0.1628,1.6399,0.01,129.93,74.65,0.23924,55.28,12690591,6069738,571466,169120966162
0.5998,1.8859,-0.0257,0.727,154.1,1.104,0.0175,0.6296,0.1843,0.645,0.7483,0.01,126.16,58.1,0.43163,68.06,12893844,15969549,90134,212856567868
0.3195,1.2256,-0.2557,0.6876,267.5,1.117,0.0178,0.6242,0.2443,0.768,2.7166,0.01,115.95,56.26,0.40287,59.69,2062949,20785583,76898,133166687297
0.3769,1.6796,-0.3671,0.6931,133.7,1.037,0.0126,0.3684,0.0269,0.524,0.8496,0.01,126.23,50.57,0.27543,75.66,11952644,18468487,294141,153492518518
0.631,2.8315,0.0514,0.698,248.7,1.149,0.0183,0.5873,0.0538,0.4117,0.2623,0.01,134.33,76.59,0.05496,57.74,13846201,16140017,915377,209446620638
0.601,1.3606,0.0195,0.6205,139.8,0.982,0.0131,0.5763,0.7338,0.5757,0.7117,0.01,123.11,38.92,0.39362,84.19,9454352,19205981,238429,183559286326
0.52,2.3421,-0.128,0.569,129.1,1.027,0.0126,0.5703,0.2357,0.2946,0.4078,0.01,163.07,68.44,0.15113,94.63,9497234,16397093,583742,136439563700
0.717,1.2655,0.1717,0.6774,202.6,0.939,0.0129,0.6215,0.2009,0.0917,1.5366,0.01,146.19,65.12,0.35935,81.07,1152029,19157234,462069,128706564221
0.472,1.8925,-0.4433,0.5797,260.9,1.19,0.0059,0.3826,0.1154,0.4226,0.3446,0.01,101.12,44.31,0.42643,56.81,2353663,6325560,503878,37206392182
0.2549,2.215,0.0089,0.593,254.1,1.198,0.0098,0.4195,0.68,0.1673,3.8791,0.01,136.9,36.29,0.37669,100.61,4147980,5686487,652361,146965906007
0.6244,2.6036,0.3422,0.5555,222.2,1.069,0.0126,0.5237,0.5731,0.0872,1.6642,0.01,158.85,64.66,0.12467,94.19,10502386,21617517,485213,99572094082
0.5117,1.602,-0.3342,0.6688,168.4,1.098,0.0103,0.2147,0.6335,0.5711,1.3788,0.01,147.26,47.14,0.30803,100.12,9570275,20528635,664794,111792273706
0.5839,2.0262,-0.4333,0.5392,121.7,0.96,0.0101,0.7865,0.1574,0.0293,1.3185,0.01,149.5,37.07,0.13,112.43,9302330,10231792,145041,101043127555
0.6962,1.5871,0.4341,0.696,250.6,1.047,0.0165,0.617,0.1387,0.1759,0.66,0.01,154.33,58.55,0.37357,95.78,12969651,15149400,898897,83410072884
0.2648,1.6608,-0.0756,0.642,216.0,0.996,0.015,0.3276,0.533,0.2548,0.5483,0.01,157.65,52.17,0.06479,105.48,8766246,12724947,325064,142377112417
0.4732,2.7408,-0.1847,0.7456,232.9,0.967,0.0123,0.7831,0.0725,0.1917,0.5723,0.01,160.6,63.98,0.28469,96.62,8581525,17067302,753930,204243728894
0.5274,2.5679,0.2748,0.6665,218.8,0.929,0.0194,0.5743,0.0759,0.7587,1.1264,0.01,137.05,69.08,0.27155,67.97,11564713,9511293,798355,59008174530
0.3622,1.7023,0.3001,0.5588,267.8,0.912,0.005,0.2225,0.4653,0.1582,0.7094,0.01,154.04,71.85,0.24031,82.19,8625580,22989789,311468,181204929245
0.3403,1.0106,0.2131,0.5735,246.2,0.978,0.0128,0.6977,0.7322,0.1109,0.8947,0.01,148.07,78.89,0.33081,69.18,3648923,11570975,890043,24026654751
0.4247,2.0687,-0.0849,0.6124,167.9,0.949,0.0145,0.3689,0.2031,0.5838,0.3569,0.01,130.29,48.31,0.40307,81.98,11697390,17467238,789362,130420444906
0.6014,1.7442,-0.4714,0.7759,219.5,1.187,0.0128,0.4948,0.7703,0.2986,0.3265,0.01,146.02,42.85,0.26269,103.17,8710296,12270212,723722,170127881164
0.3505,1.7003,0.2649,0.627,166.4,0.961,0.0085,0.7912,0.3763,0.1712,0.669,0.01,136.32,52.11,0.39216,84.21,3253789,21978610,407160,139503440813
0.4535,1.5645,0.3541,0.754,245.1,0.956,0.0089,0.3643,0.3633,0.1082,0.6667,0.01,123.6,70.01,0.37276,53.59,9104380,18984873,906250,64358455905
0.4413,1.3574,-0.3598,0.6084,198.6,1.099,0.0164,0.779,0.0655,0.4976,1.0556,0.01,121.57,60.86,0.14304,60.71,3917362,20118377,758007,231591262643
0.3674,2.0141,-0.3529,0.5178,178.8,0.988,0.0171,0.3248,0.1996,0.0798,0.6621,0.01,135.04,75.54,0.06864,59.5,5225030,12793953,655280,176482916625
0.4088,1.827,-0.3689,0.6456,266.5,0.991,0.014,0.2706,0.3111,0.1655,0.4595,0.01,150.7,35.51,0.04218,115.19,6986742,11779140,264381,104587760821
0.4149,2.3032,-0.2446,0.6829,199.8,0.924,0.0198,0.4161,0.688,0.6113,1.6217,0.01,148.59,76.93,0.02339,71.66,7635421,9536881,362779,38900987505
0.3619,1.9784,0.4376,0.6549,183.1,1.085,0.0091,0.1442,0.6523,0.7267,1.2399,0.01,158.69,63.15,0.42576,95.54,6048660,17778985,961761,159959385638
0.4672,2.8846,0.1988,0.6008,131.1,1.172,0.0135,0.3078,0.3302,0.2206,0.1908,0.01,139.96,50.32,0.24919,89.64,10560119,16177077,421570,97024841853
